"","GEOID","NAME","variable","estimate","moe","year"
"1750","51033","Caroline County, Virginia","B25001_001",12693,64,2023
"1751","51035","Carroll County, Virginia","B25001_001",16645,25,2023
"1752","51036","Charles City County, Virginia","B25001_001",3269,23,2023
"1753","51037","Charlotte County, Virginia","B25001_001",5973,20,2023
"1754","51041","Chesterfield County, Virginia","B25001_001",142572,156,2023
"1755","51043","Clarke County, Virginia","B25001_001",6478,22,2023
"1756","51045","Craig County, Virginia","B25001_001",2397,240,2023
"1757","51047","Culpeper County, Virginia","B25001_001",19529,37,2023
"1758","51049","Cumberland County, Virginia","B25001_001",4695,15,2023
"1759","51051","Dickenson County, Virginia","B25001_001",7352,20,2023
"1760","51053","Dinwiddie County, Virginia","B25001_001",11896,48,2023
"1761","51057","Essex County, Virginia","B25001_001",5785,17,2023
"1762","51059","Fairfax County, Virginia","B25001_001",428352,241,2023
"1763","51061","Fauquier County, Virginia","B25001_001",28454,61,2023
"1764","51063","Floyd County, Virginia","B25001_001",7946,28,2023
"1765","51065","Fluvanna County, Virginia","B25001_001",11329,66,2023
"1766","51067","Franklin County, Virginia","B25001_001",28344,49,2023
"1767","51069","Frederick County, Virginia","B25001_001",36617,51,2023
"1768","51071","Giles County, Virginia","B25001_001",8316,21,2023
"1769","51073","Gloucester County, Virginia","B25001_001",17204,34,2023
"1770","51075","Goochland County, Virginia","B25001_001",10913,30,2023
"1771","51077","Grayson County, Virginia","B25001_001",8961,28,2023
"1772","51079","Greene County, Virginia","B25001_001",8687,25,2023
"1773","51081","Greensville County, Virginia","B25001_001",4012,31,2023
"1774","51083","Halifax County, Virginia","B25001_001",17382,40,2023
"1775","51085","Hanover County, Virginia","B25001_001",43983,69,2023
"1776","51087","Henrico County, Virginia","B25001_001",142964,194,2023
"1777","51089","Henry County, Virginia","B25001_001",25445,56,2023
"1778","51091","Highland County, Virginia","B25001_001",1839,119,2023
"1779","51093","Isle of Wight County, Virginia","B25001_001",16827,35,2023
"1780","51095","James City County, Virginia","B25001_001",34400,37,2023
"1781","51097","King and Queen County, Virginia","B25001_001",3485,15,2023
"1782","51099","King George County, Virginia","B25001_001",10540,30,2023
"1783","51101","King William County, Virginia","B25001_001",7605,28,2023
"1784","51103","Lancaster County, Virginia","B25001_001",7483,25,2023
"1785","51105","Lee County, Virginia","B25001_001",10857,32,2023
"1786","51107","Loudoun County, Virginia","B25001_001",144804,140,2023
"1787","51109","Louisa County, Virginia","B25001_001",18047,44,2023
"1788","51111","Lunenburg County, Virginia","B25001_001",5903,27,2023
"1789","51113","Madison County, Virginia","B25001_001",6110,21,2023
"1790","51115","Mathews County, Virginia","B25001_001",5486,13,2023
"1791","51117","Mecklenburg County, Virginia","B25001_001",19184,32,2023
"1792","51119","Middlesex County, Virginia","B25001_001",7140,25,2023
"1793","51121","Montgomery County, Virginia","B25001_001",42229,130,2023
"1794","51125","Nelson County, Virginia","B25001_001",9947,24,2023
"1795","51127","New Kent County, Virginia","B25001_001",9495,25,2023
"1796","51131","Northampton County, Virginia","B25001_001",7456,23,2023
"1797","51133","Northumberland County, Virginia","B25001_001",9009,16,2023
"1798","51135","Nottoway County, Virginia","B25001_001",6683,47,2023
"1799","51137","Orange County, Virginia","B25001_001",15895,31,2023
"1800","51139","Page County, Virginia","B25001_001",11878,45,2023
"1801","51141","Patrick County, Virginia","B25001_001",10006,25,2023
"1802","51143","Pittsylvania County, Virginia","B25001_001",29468,48,2023
"1803","51145","Powhatan County, Virginia","B25001_001",11841,36,2023
"1804","51147","Prince Edward County, Virginia","B25001_001",9171,130,2023
"1805","51149","Prince George County, Virginia","B25001_001",13444,131,2023
"1806","51153","Prince William County, Virginia","B25001_001",160256,241,2023
"1807","51155","Pulaski County, Virginia","B25001_001",17039,49,2023
"1808","51157","Rappahannock County, Virginia","B25001_001",3848,14,2023
"1809","51159","Richmond County, Virginia","B25001_001",3959,19,2023
"1810","51161","Roanoke County, Virginia","B25001_001",42251,56,2023
"1811","51163","Rockbridge County, Virginia","B25001_001",11315,23,2023
"1812","51165","Rockingham County, Virginia","B25001_001",36095,42,2023
"1813","51167","Russell County, Virginia","B25001_001",12772,23,2023
"1814","51169","Scott County, Virginia","B25001_001",11776,24,2023
"1815","51171","Shenandoah County, Virginia","B25001_001",21319,105,2023
"1816","51173","Smyth County, Virginia","B25001_001",15080,56,2023
"1817","51175","Southampton County, Virginia","B25001_001",7774,40,2023
"1818","51177","Spotsylvania County, Virginia","B25001_001",54020,66,2023
"1819","51179","Stafford County, Virginia","B25001_001",53864,55,2023
"1820","51181","Surry County, Virginia","B25001_001",3438,18,2023
"1821","51183","Sussex County, Virginia","B25001_001",4672,39,2023
"1822","51185","Tazewell County, Virginia","B25001_001",19804,36,2023
"1823","51187","Warren County, Virginia","B25001_001",16936,51,2023
"1824","51191","Washington County, Virginia","B25001_001",25505,68,2023
"1825","51193","Westmoreland County, Virginia","B25001_001",11300,18,2023
"1826","51195","Wise County, Virginia","B25001_001",16659,46,2023
"1827","51197","Wythe County, Virginia","B25001_001",14016,42,2023
"1828","51199","York County, Virginia","B25001_001",28211,54,2023
"1829","51510","Alexandria city, Virginia","B25001_001",80570,86,2023
"1830","51520","Bristol city, Virginia","B25001_001",8654,24,2023
"1831","51530","Buena Vista city, Virginia","B25001_001",2944,14,2023
"1832","51540","Charlottesville city, Virginia","B25001_001",21559,102,2023
"1833","51550","Chesapeake city, Virginia","B25001_001",95997,147,2023
"1834","51570","Colonial Heights city, Virginia","B25001_001",8126,22,2023
"1835","51580","Covington city, Virginia","B25001_001",3038,24,2023
"1836","51590","Danville city, Virginia","B25001_001",22309,35,2023
"1837","51595","Emporia city, Virginia","B25001_001",2824,281,2023
"1838","51600","Fairfax city, Virginia","B25001_001",9317,22,2023
"1839","51610","Falls Church city, Virginia","B25001_001",6360,18,2023
"1840","51620","Franklin city, Virginia","B25001_001",3897,17,2023
"1841","51630","Fredericksburg city, Virginia","B25001_001",12308,33,2023
"1842","51640","Galax city, Virginia","B25001_001",3213,268,2023
"1843","51650","Hampton city, Virginia","B25001_001",62503,55,2023
"1844","51660","Harrisonburg city, Virginia","B25001_001",18654,77,2023
"1845","51670","Hopewell city, Virginia","B25001_001",10434,21,2023
"1846","51678","Lexington city, Virginia","B25001_001",2644,265,2023
"1847","51680","Lynchburg city, Virginia","B25001_001",34009,111,2023
"1848","51683","Manassas city, Virginia","B25001_001",14426,32,2023
"1849","51685","Manassas Park city, Virginia","B25001_001",5525,20,2023
"1850","51690","Martinsville city, Virginia","B25001_001",7031,34,2023
"1851","51700","Newport News city, Virginia","B25001_001",81850,112,2023
"1852","51710","Norfolk city, Virginia","B25001_001",102542,295,2023
"1853","51720","Norton city, Virginia","B25001_001",1748,162,2023
"1854","51730","Petersburg city, Virginia","B25001_001",18026,30,2023
"1855","51735","Poquoson city, Virginia","B25001_001",4945,17,2023
"1856","51740","Portsmouth city, Virginia","B25001_001",43233,74,2023
"1857","51750","Radford city, Virginia","B25001_001",6457,35,2023
"1858","51760","Richmond city, Virginia","B25001_001",112848,100,2023
"1859","51770","Roanoke city, Virginia","B25001_001",48931,45,2023
"1860","51775","Salem city, Virginia","B25001_001",11096,31,2023
"1861","51790","Staunton city, Virginia","B25001_001",12352,62,2023
"1862","51800","Suffolk city, Virginia","B25001_001",39651,65,2023
"1863","51810","Virginia Beach city, Virginia","B25001_001",190734,141,2023
"1864","51820","Waynesboro city, Virginia","B25001_001",10395,46,2023
"1865","51830","Williamsburg city, Virginia","B25001_001",5767,37,2023
"1866","51840","Winchester city, Virginia","B25001_001",12468,20,2023
